Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq0,phys_err_nsq0,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
M2,A1,7.248863609733304,6,0.298444472125899,0.3508929190140279,0.020965718048115787,0.050820080629453986,0.023414407515495422,-0.025905367531724552,0.006490855489208517,0.014869302144550045,0.006099093007633708,0.39581281237112054,0.010224374345687544,0.38429150767792714,0.01032133791261702,0.3732930106901178,0.011014645940094417,0.35271728888714904,0.01372586559674102,0.34317208315738906,0.015524060622822414
