jk_index,nsq1,nsq2,nsq3,nsq4,nsq5
0,0.26899503124296037,0.25934730000566536,0.2503474875041316,0.24184115024043312,0.23406371174492657
1,0.26857379893643724,0.25895238532555104,0.2499858417961156,0.2415195437251088,0.23378840720765726
2,0.2689703497480204,0.2592584096745161,0.2501973566163706,0.2416323870265835,0.23379928878580347
3,0.2687379174366919,0.2591746170992104,0.2502780722742614,0.2418916573782289,0.2342528968503907
4,0.26910244918742443,0.2594666013928991,0.25047039323577125,0.24195946193275156,0.23417011284275516
5,0.268950353389046,0.25938898545398187,0.25046945650007724,0.24203754481537604,0.23432898749847134
6,0.26822203476928935,0.2584876986478775,0.24940784076356984,0.24082741455702822,0.23298225288842916
7,0.268467823290691,0.2589026470355531,0.24998633346997345,0.24156456641730822,0.23387238827614504
8,0.2684794285023571,0.2588276091158713,0.24983123383946942,0.24133530067932885,0.2335754286723571
9,0.26860037740856674,0.2588801919264285,0.24981186589967028,0.24123999974211663,0.2334014832718321
10,0.2689217956735584,0.2593323018825824,0.2503913443737037,0.2419443629441595,0.23422694282971737
11,0.2685778331879554,0.2588360658870692,0.2497554070085412,0.2411804193990087,0.23334689963351973
12,0.2688881926004115,0.2592150365867664,0.2501961445103005,0.241676315303966,0.23389172649679757
13,0.2688596496960121,0.25917541852972825,0.2501474237244179,0.24162073558723784,0.23383072430078505
14,0.26904397548438647,0.2594122500870756,0.2504397966237836,0.24197088069536987,0.23424214219285822
15,0.2686286134521119,0.25902232270316405,0.2500795507840492,0.2416443916081909,0.2339533004816281
16,0.26827118679458695,0.2586030123603896,0.24959481055810276,0.24109139756314799,0.23332819303469476
17,0.2688597235903892,0.25923673702781963,0.2502687525703156,0.2418006523987143,0.23406834953347888
18,0.26886614539181886,0.2591845880255179,0.25015679067827934,0.24162809959725368,0.2338336312240053
19,0.2683398607384335,0.2588188163848265,0.2499543317181948,0.24159168231944755,0.2339657755690927
20,0.26831474906029223,0.2586529038796722,0.24964687903367574,0.24114177723906535,0.23337295471708966
21,0.2684698227291223,0.2588208954898044,0.24982328110503116,0.24132252239871937,0.2335536414889195
22,0.26885197848259434,0.2592525667683567,0.25031223604406116,0.24187552692092587,0.2341785382435595
23,0.2689613249272681,0.2592795272086331,0.25025281123989546,0.24172559198127164,0.2339347326213316
24,0.2690147308618071,0.25940560141046953,0.2504533714812582,0.24200239359494463,0.23428942922948884
25,0.268213232894248,0.25862262744874487,0.24968890718997336,0.24125713598019488,0.23356261513917842
26,0.2688599493616138,0.25926700862747265,0.25032702644429733,0.2418846184480154,0.23417650408170876
27,0.26883784531919724,0.2592135957777017,0.250240570974519,0.24176342725796035,0.2340190198108421
28,0.2684116447035302,0.2587588495489449,0.24976773696372792,0.24128300600429162,0.23354010064486447
29,0.2692230152378037,0.2595743725123534,0.2505776302827707,0.24207729411202467,0.2343104435651115
30,0.268875228855317,0.2592399572840528,0.2502633556800758,0.24178926826928632,0.23405527714492622
31,0.2686541850899212,0.2589934399028,0.2499866523343819,0.241478924976625,0.23370585003308592
32,0.2685163403670073,0.25887965522107226,0.24989625563353243,0.24141125419555437,0.23366030760890338
33,0.2687844761399391,0.25919161845436833,0.25025298658376366,0.2418138995462113,0.2341094707990921
34,0.26813747676084804,0.25846846621124,0.24944694692107544,0.24091885915050304,0.23311889181463857
35,0.268579003450792,0.2589487799031923,0.24996761888396687,0.2414810974652745,0.2337244521547537
36,0.2692202863575741,0.25945720793517135,0.2503510018421329,0.2417460764837756,0.23387908192354206
37,0.26866455636706715,0.2590787417682856,0.25014252472959886,0.24170110836141512,0.23399043004180314
38,0.2687802236503499,0.25915031670073174,0.2501706116913011,0.24168645318707443,0.23393341135996668
39,0.26862739722912266,0.259083366444299,0.25020237639745907,0.2418286829238846,0.23419846904480193
40,0.2690787955476241,0.25937976428220433,0.25033386404205193,0.24178628703690563,0.2339725458899265
41,0.26867403723143174,0.25894902636038225,0.24988459894829462,0.2413250901647841,0.2335068309480372
42,0.26933445349342083,0.25963209173917284,0.2505810477000748,0.24202653551556674,0.23420425221169394
43,0.2687190691778388,0.25905489344758514,0.25004523108630006,0.24153507709120867,0.23376017446815714
44,0.2688290822528137,0.2591552400697155,0.25013806377045705,0.2416221841502988,0.23384382033516948
45,0.26836372175001444,0.25874137113528684,0.24976938112881988,0.24129324906715477,0.2335482110617964
46,0.26841657959370635,0.25876010612758754,0.2497546392653995,0.2412447916583017,0.23346753590172936
47,0.26888513015766696,0.2593137364448655,0.2503945693380992,0.24197362465805278,0.23428487787417046
48,0.2689683698151658,0.2592239817505363,0.25013544530345927,0.24154723007789952,0.2336959895304237
49,0.2683357774742925,0.258633756876406,0.24958573905197595,0.2410371915359382,0.23322295077477612
50,0.26884569035161926,0.2591922978719361,0.2501923573534185,0.2416907893517159,0.23392362418808688
51,0.26869214664954194,0.25896918649781203,0.2499007590402978,0.24133189780238137,0.23349826415997815
52,0.26828741218126434,0.2586520683476435,0.2496653295443665,0.24117335143068852,0.23341023927925403
53,0.2688425747205536,0.2590776990169429,0.24997292990585324,0.24137244826611276,0.23351296248660622
54,0.2688820767141802,0.2591493232715812,0.25007503913507123,0.24150350967006096,0.2336714357190004
55,0.2685835869120063,0.2589029793876811,0.24987700604299656,0.24135042572708512,0.233559451496555
56,0.26900247878317496,0.2593308088820995,0.25031214585895295,0.24179146721616807,0.2340047425611793
57,0.26859586571879746,0.2590069919632423,0.25008105349229665,0.24166251921674844,0.23398714758313927
58,0.2684689047935649,0.2588467191489571,0.2498890529375547,0.24143957073456468,0.2337354836101137
59,0.2690241117179138,0.2593145453419212,0.25026403229295036,0.2417171271304892,0.23390990353293467
60,0.26824135182165343,0.25832900074895027,0.24907290785146838,0.24031871382617703,0.23230061381126665
61,0.26880136791314974,0.25923952656924976,0.25033494168367815,0.24193173029675885,0.23426709268347487
62,0.26880746479932816,0.2592246059158332,0.2502860086642406,0.24183744189703563,0.2341143555197925
63,0.26916701851892777,0.25949190746855216,0.2504722049115692,0.24195243028473376,0.23416919070378017
64,0.2691923126913282,0.2595657988073326,0.2505903286894585,0.2421109845276896,0.2343637692030338
65,0.2687260261262632,0.2591090171777315,0.250153178104605,0.2417025888026732,0.2339940306465305
66,0.26849786960529154,0.25896391778171146,0.2500825271889599,0.24169915815771906,0.23404884436741788
67,0.2686066280865567,0.2590006741119405,0.2500413144481958,0.24157415004201133,0.23383468068504967
68,0.2686678267276805,0.25884312356016553,0.2496752826281104,0.24100929886752975,0.2330806181621447
69,0.2686599327720071,0.2590429913067313,0.2500804970951842,0.24161694544276796,0.23388911470518126
70,0.26891422953938793,0.2593339315430535,0.25040418871781744,0.24196965625095512,0.23426727644489118
71,0.2691971891225451,0.25957160859755013,0.2505992702179336,0.242124929365096,0.23438498238390953
72,0.2687242416692068,0.2590648928849727,0.25006090980747353,0.24155707319101327,0.23378945849757127
73,0.2686152362031426,0.25900731094562546,0.2500701941147362,0.24164706910830303,0.23397534005886284
74,0.2687720923772099,0.2591275397261062,0.25013241482834847,0.2416324694667846,0.23386253485887787
75,0.26878615987828564,0.25922700254622033,0.2503184733759179,0.24190643761962757,0.23422534137767367
76,0.2687446551252645,0.25916063770528197,0.2502296696804809,0.2417970217879943,0.23409805558915836
77,0.26850655573160626,0.25885574218696655,0.24985983439393966,0.24136372459034683,0.23360331732069145
78,0.268822744388698,0.2591686557175368,0.2501716014964597,0.24167604993092523,0.23391850766486702
79,0.2688864876897394,0.25921579514363957,0.25020282661415966,0.24169209559314675,0.23391992838615117
80,0.2689602242723362,0.2593538752488424,0.25040099572261326,0.24194646971640102,0.23422640041588605
81,0.26851022134021796,0.2588423215998452,0.24982761944409584,0.24131187392540668,0.23352942425020554
