Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
M2,V,5.677401118027264,6,0.46027981484817804,1.0845987375375326,0.05495082311769229,-0.4701179388374324,0.05583153968348147,-0.035745137487754,0.017842427460641293,0.025685721524064974,0.016639412688486215,0.6476230261813591,0.01957207915518639,0.6273583267668984,0.020328894996160116,0.6082181433777867,0.02201089699022117,0.5904022029541754,0.024329182870047827,0.5733577131840073,0.02705427118643488
